time,node,displacement
0.148000,0,0.000000000
0.148000,1,0.000000000
0.148000,2,0.000000000
0.148000,3,0.000000000
0.148000,4,0.000000000
0.148000,5,0.000000000
0.152000,0,0.000000000
0.152000,1,0.000000000
0.152000,2,0.000000000
0.152000,3,0.000000000
0.152000,4,0.000000000
0.152000,5,0.000000000
0.156000,0,0.000000002
0.156000,1,0.000000000
0.156000,2,0.000000000
0.156000,3,0.000000000
0.156000,4,0.000000000
0.156000,5,0.000000000
0.160000,0,0.000000014
0.160000,1,0.000000000
0.160000,2,0.000000000
0.160000,3,0.000000000
0.160000,4,0.000000000
0.160000,5,0.000000000
0.164000,0,0.000000075
0.164000,1,0.000000000
0.164000,2,0.000000000
0.164000,3,0.000000000
0.164000,4,0.000000000
0.164000,5,0.000000000
0.168000,0,0.000000341
0.168000,1,0.000000000
0.168000,2,0.000000000
0.168000,3,0.000000000
0.168000,4,0.000000000
0.168000,5,0.000000000
0.172000,0,0.000001349
0.172000,1,0.000000000
0.172000,2,0.000000000
0.172000,3,0.000000000
0.172000,4,0.000000000
0.172000,5,0.000000000
0.176000,0,0.000004645
0.176000,1,0.000000000
0.176000,2,0.000000000
0.176000,3,0.000000000
0.176000,4,0.000000000
0.176000,5,0.000000000
0.180000,0,0.000013984
0.180000,1,0.000000000
0.180000,2,0.000000000
0.180000,3,0.000000000
0.180000,4,0.000000000
0.180000,5,0.000000000
0.184000,0,0.000036982
0.184000,1,0.000000000
0.184000,2,0.000000000
0.184000,3,0.000000000
0.184000,4,0.000000000
0.184000,5,0.000000000
0.188000,0,0.000086409
0.188000,1,0.000000001
0.188000,2,0.000000000
0.188000,3,0.000000000
0.188000,4,0.000000000
0.188000,5,0.000000001
0.192000,0,0.000179610
0.192000,1,0.000000003
0.192000,2,0.000000000
0.192000,3,0.000000000
0.192000,4,0.000000000
0.192000,5,0.000000003
0.196000,0,0.000334878
0.196000,1,0.000000006
0.196000,2,0.000000000
0.196000,3,0.000000000
0.196000,4,0.000000000
0.196000,5,0.000000006
0.200000,0,0.000565475
0.200000,1,0.000000013
0.200000,2,0.000000000
0.200000,3,0.000000000
0.200000,4,0.000000000
0.200000,5,0.000000013
0.204000,0,0.000874321
0.204000,1,0.000000027
0.204000,2,0.000000000
0.204000,3,0.000000000
0.204000,4,0.000000000
0.204000,5,0.000000027
0.208000,0,0.001252713
0.208000,1,0.000000051
0.208000,2,0.000000000
0.208000,3,0.000000000
0.208000,4,0.000000000
0.208000,5,0.000000051
0.212000,0,0.001683948
0.212000,1,0.000000090
0.212000,2,0.000000000
0.212000,3,0.000000000
0.212000,4,0.000000000
0.212000,5,0.000000090
0.216000,0,0.002149439
0.216000,1,0.000000149
0.216000,2,0.000000000
0.216000,3,0.000000000
0.216000,4,0.000000000
0.216000,5,0.000000149
0.220000,0,0.002633770
0.220000,1,0.000000234
0.220000,2,0.000000000
0.220000,3,0.000000000
0.220000,4,0.000000000
0.220000,5,0.000000233
0.224000,0,0.003126733
0.224000,1,0.000000351
0.224000,2,0.000000000
0.224000,3,0.000000000
0.224000,4,0.000000000
0.224000,5,0.000000350
0.228000,0,0.003622760
0.228000,1,0.000000506
0.228000,2,0.000000000
0.228000,3,0.000000000
0.228000,4,0.000000000
0.228000,5,0.000000504
0.232000,0,0.004119295
0.232000,1,0.000000706
0.232000,2,0.000000000
0.232000,3,0.000000000
0.232000,4,0.000000000
0.232000,5,0.000000702
0.236000,0,0.004615317
0.236000,1,0.000000957
0.236000,2,0.000000000
0.236000,3,0.000000000
0.236000,4,0.000000000
0.236000,5,0.000000950
0.240000,0,0.005110439
0.240000,1,0.000001264
0.240000,2,0.000000000
0.240000,3,0.000000000
0.240000,4,0.000000000
0.240000,5,0.000001254
0.244000,0,0.005604490
0.244000,1,0.000001635
0.244000,2,0.000000000
0.244000,3,0.000000000
0.244000,4,0.000000000
0.244000,5,0.000001621
0.248000,0,0.006097363
0.248000,1,0.000002076
0.248000,2,0.000000000
0.248000,3,0.000000000
0.248000,4,0.000000000
0.248000,5,0.000002054
0.252000,0,0.006588962
0.252000,1,0.000002592
0.252000,2,0.000000000
0.252000,3,0.000000000
0.252000,4,0.000000000
0.252000,5,0.000002562
0.256000,0,0.007079199
0.256000,1,0.000003190
0.256000,2,0.000000000
0.256000,3,0.000000000
0.256000,4,0.000000000
0.256000,5,0.000003148
0.260000,0,0.007567983
0.260000,1,0.000003875
0.260000,2,0.000000001
0.260000,3,0.000000000
0.260000,4,0.000000001
0.260000,5,0.000003818
0.264000,0,0.008055226
0.264000,1,0.000004655
0.264000,2,0.000000001
0.264000,3,0.000000000
0.264000,4,0.000000001
0.264000,5,0.000004578
0.268000,0,0.008540837
0.268000,1,0.000005534
0.268000,2,0.000000001
0.268000,3,0.000000000
0.268000,4,0.000000001
0.268000,5,0.000005432
0.272000,0,0.009024730
0.272000,1,0.000006519
0.272000,2,0.000000001
0.272000,3,0.000000000
0.272000,4,0.000000001
0.272000,5,0.000006387
0.276000,0,0.009506815
0.276000,1,0.000007615
0.276000,2,0.000000002
0.276000,3,0.000000000
0.276000,4,0.000000002
0.276000,5,0.000007445
0.280000,0,0.009987005
0.280000,1,0.000008828
0.280000,2,0.000000002
0.280000,3,0.000000000
0.280000,4,0.000000002
0.280000,5,0.000008613
0.284000,0,0.010465212
0.284000,1,0.000010164
0.284000,2,0.000000003
0.284000,3,0.000000000
0.284000,4,0.000000003
0.284000,5,0.000009894
0.288000,0,0.010941349
0.288000,1,0.000011629
0.288000,2,0.000000004
0.288000,3,0.000000000
0.288000,4,0.000000004
0.288000,5,0.000011292
0.292000,0,0.011415329
0.292000,1,0.000013228
0.292000,2,0.000000005
0.292000,3,0.000000000
0.292000,4,0.000000004
0.292000,5,0.000012813
0.296000,0,0.011887067
0.296000,1,0.000014967
0.296000,2,0.000000006
0.296000,3,0.000000000
0.296000,4,0.000000006
0.296000,5,0.000014459
0.300000,0,0.012356476
0.300000,1,0.000016851
0.300000,2,0.000000007
0.300000,3,0.000000000
0.300000,4,0.000000007
0.300000,5,0.000016234
0.304000,0,0.012823471
0.304000,1,0.000018885
0.304000,2,0.000000008
0.304000,3,0.000000000
0.304000,4,0.000000008
0.304000,5,0.000018142
0.308000,0,0.013287968
0.308000,1,0.000021075
0.308000,2,0.000000010
0.308000,3,0.000000000
0.308000,4,0.000000010
0.308000,5,0.000020185
0.312000,0,0.013749881
0.312000,1,0.000023425
0.312000,2,0.000000012
0.312000,3,0.000000000
0.312000,4,0.000000011
0.312000,5,0.000022367
0.316000,0,0.014209127
0.316000,1,0.000025942
0.316000,2,0.000000014
0.316000,3,0.000000000
0.316000,4,0.000000014
0.316000,5,0.000024691
0.320000,0,0.014665622
0.320000,1,0.000028629
0.320000,2,0.000000017
0.320000,3,0.000000000
0.320000,4,0.000000016
0.320000,5,0.000027158
0.324000,0,0.015119284
0.324000,1,0.000031493
0.324000,2,0.000000019
0.324000,3,0.000000000
0.324000,4,0.000000019
0.324000,5,0.000029772
0.328000,0,0.015570031
0.328000,1,0.000034536
0.328000,2,0.000000023
0.328000,3,0.000000000
0.328000,4,0.000000022
0.328000,5,0.000032534
0.332000,0,0.016017780
0.332000,1,0.000037765
0.332000,2,0.000000026
0.332000,3,0.000000000
0.332000,4,0.000000025
0.332000,5,0.000035446
0.336000,0,0.016462451
0.336000,1,0.000041184
0.336000,2,0.000000031
0.336000,3,0.000000000
0.336000,4,0.000000029
0.336000,5,0.000038509
0.340000,0,0.016903963
0.340000,1,0.000044798
0.340000,2,0.000000035
0.340000,3,0.000000000
0.340000,4,0.000000033
0.340000,5,0.000041724
0.344000,0,0.017342236
0.344000,1,0.000048610
0.344000,2,0.000000040
0.344000,3,0.000000000
0.344000,4,0.000000038
0.344000,5,0.000045094
0.348000,0,0.017777191
0.348000,1,0.000052625
0.348000,2,0.000000046
0.348000,3,0.000000000
0.348000,4,0.000000044
0.348000,5,0.000048617
0.352000,0,0.018208748
0.352000,1,0.000056847
0.352000,2,0.000000052
0.352000,3,0.000000000
0.352000,4,0.000000049
0.352000,5,0.000052295
0.356000,0,0.018636831
0.356000,1,0.000061281
0.356000,2,0.000000060
0.356000,3,0.000000000
0.356000,4,0.000000056
0.356000,5,0.000056128
0.360000,0,0.019061362
0.360000,1,0.000065930
0.360000,2,0.000000067
0.360000,3,0.000000000
0.360000,4,0.000000063
0.360000,5,0.000060116
0.364000,0,0.019482263
0.364000,1,0.000070798
0.364000,2,0.000000076
0.364000,3,0.000000000
0.364000,4,0.000000071
0.364000,5,0.000064258
0.368000,0,0.019899460
0.368000,1,0.000075889
0.368000,2,0.000000085
0.368000,3,0.000000000
0.368000,4,0.000000079
0.368000,5,0.000068553
0.372000,0,0.020312877
0.372000,1,0.000081206
0.372000,2,0.000000096
0.372000,3,0.000000000
0.372000,4,0.000000089
0.372000,5,0.000073002
0.376000,0,0.020722439
0.376000,1,0.000086752
0.376000,2,0.000000107
0.376000,3,0.000000000
0.376000,4,0.000000099
0.376000,5,0.000077602
0.380000,0,0.021128072
0.380000,1,0.000092532
0.380000,2,0.000000119
0.380000,3,0.000000000
0.380000,4,0.000000110
0.380000,5,0.000082352
0.384000,0,0.021529704
0.384000,1,0.000098548
0.384000,2,0.000000133
0.384000,3,0.000000000
0.384000,4,0.000000122
0.384000,5,0.000087251
0.388000,0,0.021927261
0.388000,1,0.000104804
0.388000,2,0.000000147
0.388000,3,0.000000000
0.388000,4,0.000000135
0.388000,5,0.000092296
0.392000,0,0.022320674
0.392000,1,0.000111302
0.392000,2,0.000000163
0.392000,3,0.000000000
0.392000,4,0.000000149
0.392000,5,0.000097486
0.396000,0,0.022709870
0.396000,1,0.000118044
0.396000,2,0.000000180
0.396000,3,0.000000000
0.396000,4,0.000000164
0.396000,5,0.000102817
0.400000,0,0.023094780
0.400000,1,0.000125035
0.400000,2,0.000000199
0.400000,3,0.000000000
0.400000,4,0.000000180
0.400000,5,0.000108287
0.404000,0,0.023475335
0.404000,1,0.000132276
0.404000,2,0.000000219
0.404000,3,0.000000000
0.404000,4,0.000000197
0.404000,5,0.000113894
0.408000,0,0.023851466
0.408000,1,0.000139769
0.408000,2,0.000000241
0.408000,3,0.000000000
0.408000,4,0.000000215
0.408000,5,0.000119632
0.412000,0,0.024223107
0.412000,1,0.000147517
0.412000,2,0.000000264
0.412000,3,0.000000000
0.412000,4,0.000000235
0.412000,5,0.000125500
0.416000,0,0.024590190
0.416000,1,0.000155522
0.416000,2,0.000000289
0.416000,3,0.000000000
0.416000,4,0.000000256
0.416000,5,0.000131494
0.420000,0,0.024952649
0.420000,1,0.000163787
0.420000,2,0.000000315
0.420000,3,0.000000001
0.420000,4,0.000000279
0.420000,5,0.000137609
0.424000,0,0.025310420
0.424000,1,0.000172311
0.424000,2,0.000000344
0.424000,3,0.000000001
0.424000,4,0.000000302
0.424000,5,0.000143841
0.428000,0,0.025663440
0.428000,1,0.000181099
0.428000,2,0.000000375
0.428000,3,0.000000001
0.428000,4,0.000000328
0.428000,5,0.000150186
0.432000,0,0.026011643
0.432000,1,0.000190150
0.432000,2,0.000000407
0.432000,3,0.000000001
0.432000,4,0.000000355
0.432000,5,0.000156638
0.436000,0,0.026354970
0.436000,1,0.000199466
0.436000,2,0.000000442
0.436000,3,0.000000001
0.436000,4,0.000000383
0.436000,5,0.000163195
0.440000,0,0.026693358
0.440000,1,0.000209049
0.440000,2,0.000000479
0.440000,3,0.000000001
0.440000,4,0.000000413
0.440000,5,0.000169849
0.444000,0,0.027026746
0.444000,1,0.000218899
0.444000,2,0.000000519
0.444000,3,0.000000001
0.444000,4,0.000000445
0.444000,5,0.000176595
0.448000,0,0.027355076
0.448000,1,0.000229018
0.448000,2,0.000000561
0.448000,3,0.000000001
0.448000,4,0.000000479
0.448000,5,0.000183429
0.452000,0,0.027678290
0.452000,1,0.000239405
0.452000,2,0.000000605
0.452000,3,0.000000001
0.452000,4,0.000000514
0.452000,5,0.000190345
0.456000,0,0.027996329
0.456000,1,0.000250063
0.456000,2,0.000000652
0.456000,3,0.000000002
0.456000,4,0.000000551
0.456000,5,0.000197336
0.460000,0,0.028309137
0.460000,1,0.000260990
0.460000,2,0.000000702
0.460000,3,0.000000002
0.460000,4,0.000000590
0.460000,5,0.000204397
0.464000,0,0.028616658
0.464000,1,0.000272188
0.464000,2,0.000000755
0.464000,3,0.000000002
0.464000,4,0.000000631
0.464000,5,0.000211522
0.468000,0,0.028918839
0.468000,1,0.000283657
0.468000,2,0.000000811
0.468000,3,0.000000002
0.468000,4,0.000000674
0.468000,5,0.000218703
0.472000,0,0.029215625
0.472000,1,0.000295396
0.472000,2,0.000000871
0.472000,3,0.000000002
0.472000,4,0.000000719
0.472000,5,0.000225935
0.476000,0,0.029506965
0.476000,1,0.000307405
0.476000,2,0.000000933
0.476000,3,0.000000003
0.476000,4,0.000000766
0.476000,5,0.000233210
0.480000,0,0.029792805
0.480000,1,0.000319685
0.480000,2,0.000000999
0.480000,3,0.000000003
0.480000,4,0.000000815
0.480000,5,0.000240523
0.484000,0,0.030073097
0.484000,1,0.000332234
0.484000,2,0.000001068
0.484000,3,0.000000003
0.484000,4,0.000000867
0.484000,5,0.000247866
0.488000,0,0.030347791
0.488000,1,0.000345051
0.488000,2,0.000001141
0.488000,3,0.000000003
0.488000,4,0.000000920
0.488000,5,0.000255232
0.492000,0,0.030616837
0.492000,1,0.000358136
0.492000,2,0.000001217
0.492000,3,0.000000004
0.492000,4,0.000000976
0.492000,5,0.000262614
0.496000,0,0.030880190
0.496000,1,0.000371489
0.496000,2,0.000001298
0.496000,3,0.000000004
0.496000,4,0.000001034
0.496000,5,0.000270005
0.500000,0,0.031137802
0.500000,1,0.000385107
0.500000,2,0.000001382
0.500000,3,0.000000004
0.500000,4,0.000001094
0.500000,5,0.000277397
0.504000,0,0.031389629
0.504000,1,0.000398989
0.504000,2,0.000001471
0.504000,3,0.000000005
0.504000,4,0.000001157
0.504000,5,0.000284783
0.508000,0,0.031635625
0.508000,1,0.000413134
0.508000,2,0.000001564
0.508000,3,0.000000005
0.508000,4,0.000001222
0.508000,5,0.000292156
0.512000,0,0.031875750
0.512000,1,0.000427541
0.512000,2,0.000001661
0.512000,3,0.000000006
0.512000,4,0.000001289
0.512000,5,0.000299509
0.516000,0,0.032109959
0.516000,1,0.000442206
0.516000,2,0.000001763
0.516000,3,0.000000006
0.516000,4,0.000001359
0.516000,5,0.000306832
0.520000,0,0.032338213
0.520000,1,0.000457130
0.520000,2,0.000001869
0.520000,3,0.000000007
0.520000,4,0.000001431
0.520000,5,0.000314120
0.524000,0,0.032560472
0.524000,1,0.000472308
0.524000,2,0.000001980
0.524000,3,0.000000007
0.524000,4,0.000001505
0.524000,5,0.000321364
0.528000,0,0.032776697
0.528000,1,0.000487740
0.528000,2,0.000002096
0.528000,3,0.000000008
0.528000,4,0.000001582
0.528000,5,0.000328558
0.532000,0,0.032986850
0.532000,1,0.000503422
0.532000,2,0.000002217
0.532000,3,0.000000008
0.532000,4,0.000001662
0.532000,5,0.000335692
0.536000,0,0.033190896
0.536000,1,0.000519352
0.536000,2,0.000002343
0.536000,3,0.000000009
0.536000,4,0.000001743
0.536000,5,0.000342760
0.540000,0,0.033388799
0.540000,1,0.000535528
0.540000,2,0.000002475
0.540000,3,0.000000010
0.540000,4,0.000001827
0.540000,5,0.000349754
0.544000,0,0.033580524
0.544000,1,0.000551945
0.544000,2,0.000002611
0.544000,3,0.000000011
0.544000,4,0.000001914
0.544000,5,0.000356667
0.548000,0,0.033766040
0.548000,1,0.000568602
0.548000,2,0.000002754
0.548000,3,0.000000011
0.548000,4,0.000002003
0.548000,5,0.000363491
0.552000,0,0.033945314
0.552000,1,0.000585494
0.552000,2,0.000002902
0.552000,3,0.000000012
0.552000,4,0.000002095
0.552000,5,0.000370218
0.556000,0,0.034118316
0.556000,1,0.000602619
0.556000,2,0.000003056
0.556000,3,0.000000013
0.556000,4,0.000002188
0.556000,5,0.000376842
0.560000,0,0.034285015
0.560000,1,0.000619972
0.560000,2,0.000003216
0.560000,3,0.000000014
0.560000,4,0.000002285
0.560000,5,0.000383355
0.564000,0,0.034445385
0.564000,1,0.000637551
0.564000,2,0.000003382
0.564000,3,0.000000015
0.564000,4,0.000002383
0.564000,5,0.000389749
0.568000,0,0.034599397
0.568000,1,0.000655351
0.568000,2,0.000003554
0.568000,3,0.000000016
0.568000,4,0.000002484
0.568000,5,0.000396018
0.572000,0,0.034747026
0.572000,1,0.000673368
0.572000,2,0.000003733
0.572000,3,0.000000017
0.572000,4,0.000002587
0.572000,5,0.000402154
0.576000,0,0.034888247
0.576000,1,0.000691598
0.576000,2,0.000003918
0.576000,3,0.000000019
0.576000,4,0.000002693
0.576000,5,0.000408151
0.580000,0,0.035023036
0.580000,1,0.000710037
0.580000,2,0.000004110
0.580000,3,0.000000020
0.580000,4,0.000002801
0.580000,5,0.000414002
0.584000,0,0.035151372
0.584000,1,0.000728680
0.584000,2,0.000004309
0.584000,3,0.000000021
0.584000,4,0.000002911
0.584000,5,0.000419700
0.588000,0,0.035273231
0.588000,1,0.000747523
0.588000,2,0.000004514
0.588000,3,0.000000023
0.588000,4,0.000003023
0.588000,5,0.000425238
0.592000,0,0.035388596
0.592000,1,0.000766560
0.592000,2,0.000004727
0.592000,3,0.000000024
0.592000,4,0.000003137
0.592000,5,0.000430611
0.596000,0,0.035497447
0.596000,1,0.000785787
0.596000,2,0.000004946
0.596000,3,0.000000026
0.596000,4,0.000003253
0.596000,5,0.000435812
0.600000,0,0.035599766
0.600000,1,0.000805198
0.600000,2,0.000005173
0.600000,3,0.000000028
0.600000,4,0.000003371
0.600000,5,0.000440834
0.604000,0,0.035695536
0.604000,1,0.000824790
0.604000,2,0.000005407
0.604000,3,0.000000029
0.604000,4,0.000003491
0.604000,5,0.000445673
0.608000,0,0.035784744
0.608000,1,0.000844555
0.608000,2,0.000005649
0.608000,3,0.000000031
0.608000,4,0.000003613
0.608000,5,0.000450322
0.612000,0,0.035867374
0.612000,1,0.000864488
0.612000,2,0.000005899
0.612000,3,0.000000033
0.612000,4,0.000003736
0.612000,5,0.000454776
0.616000,0,0.035943414
0.616000,1,0.000884585
0.616000,2,0.000006156
0.616000,3,0.000000035
0.616000,4,0.000003862
0.616000,5,0.000459029
0.620000,0,0.036012852
0.620000,1,0.000904839
0.620000,2,0.000006421
0.620000,3,0.000000037
0.620000,4,0.000003989
0.620000,5,0.000463077
0.624000,0,0.036075678
0.624000,1,0.000925244
0.624000,2,0.000006694
0.624000,3,0.000000040
0.624000,4,0.000004117
0.624000,5,0.000466914
0.628000,0,0.036131883
0.628000,1,0.000945794
0.628000,2,0.000006975
0.628000,3,0.000000042
0.628000,4,0.000004247
0.628000,5,0.000470537
0.632000,0,0.036181459
0.632000,1,0.000966484
0.632000,2,0.000007264
0.632000,3,0.000000044
0.632000,4,0.000004378
0.632000,5,0.000473940
0.636000,0,0.036224399
0.636000,1,0.000987306
0.636000,2,0.000007562
0.636000,3,0.000000047
0.636000,4,0.000004511
0.636000,5,0.000477119
0.640000,0,0.036260698
0.640000,1,0.001008254
0.640000,2,0.000007868
0.640000,3,0.000000050
0.640000,4,0.000004644
0.640000,5,0.000480071
0.644000,0,0.036290351
0.644000,1,0.001029321
0.644000,2,0.000008183
0.644000,3,0.000000052
0.644000,4,0.000004779
0.644000,5,0.000482791
0.648000,0,0.036313356
0.648000,1,0.001050502
0.648000,2,0.000008506
0.648000,3,0.000000055
0.648000,4,0.000004914
0.648000,5,0.000485276
0.652000,0,0.036329710
0.652000,1,0.001071789
0.652000,2,0.000008838
0.652000,3,0.000000058
0.652000,4,0.000005050
0.652000,5,0.000487524
0.656000,0,0.036339413
0.656000,1,0.001093175
0.656000,2,0.000009178
0.656000,3,0.000000062
0.656000,4,0.000005187
0.656000,5,0.000489530
0.660000,0,0.036342465
0.660000,1,0.001114653
0.660000,2,0.000009528
0.660000,3,0.000000065
0.660000,4,0.000005325
0.660000,5,0.000491293
0.664000,0,0.036338869
0.664000,1,0.001136217
0.664000,2,0.000009886
0.664000,3,0.000000068
0.664000,4,0.000005463
0.664000,5,0.000492810
0.668000,0,0.036328627
0.668000,1,0.001157858
0.668000,2,0.000010254
0.668000,3,0.000000072
0.668000,4,0.000005601
0.668000,5,0.000494078
0.672000,0,0.036311744
0.672000,1,0.001179569
0.672000,2,0.000010631
0.672000,3,0.000000076
0.672000,4,0.000005739
0.672000,5,0.000495097
0.676000,0,0.036288225
0.676000,1,0.001201343
0.676000,2,0.000011017
0.676000,3,0.000000080
0.676000,4,0.000005877
0.676000,5,0.000495864
0.680000,0,0.036258076
0.680000,1,0.001223173
0.680000,2,0.000011412
0.680000,3,0.000000084
0.680000,4,0.000006016
0.680000,5,0.000496377
0.684000,0,0.036221307
0.684000,1,0.001245050
0.684000,2,0.000011816
0.684000,3,0.000000088
0.684000,4,0.000006154
0.684000,5,0.000496637
0.688000,0,0.036177925
0.688000,1,0.001266967
0.688000,2,0.000012230
0.688000,3,0.000000092
0.688000,4,0.000006291
0.688000,5,0.000496642
0.692000,0,0.036127941
0.692000,1,0.001288916
0.692000,2,0.000012654
0.692000,3,0.000000097
0.692000,4,0.000006428
0.692000,5,0.000496392
0.696000,0,0.036071367
0.696000,1,0.001310888
0.696000,2,0.000013086
0.696000,3,0.000000101
0.696000,4,0.000006564
0.696000,5,0.000495887
0.700000,0,0.036008215
0.700000,1,0.001332877
0.700000,2,0.000013529
0.700000,3,0.000000106
0.700000,4,0.000006700
0.700000,5,0.000495126
0.704000,0,0.035938500
0.704000,1,0.001354874
0.704000,2,0.000013981
0.704000,3,0.000000111
0.704000,4,0.000006834
0.704000,5,0.000494111
0.708000,0,0.035862236
0.708000,1,0.001376869
0.708000,2,0.000014442
0.708000,3,0.000000116
0.708000,4,0.000006967
0.708000,5,0.000492841
0.712000,0,0.035779439
0.712000,1,0.001398856
0.712000,2,0.000014914
0.712000,3,0.000000122
0.712000,4,0.000007099
0.712000,5,0.000491318
0.716000,0,0.035690128
